,data_base,ocupacao,modalidade,carteira_ativa,carteira_ativa_deflacionada
259,2021-02-28,MEI,Cartão de crédito,4826904336.2,5605860463.27988
260,2021-02-28,MEI,Empréstimo com consignação em folha,612732828.01,711614421.1383034
256,2021-02-28,Empresário,Outros créditos,47504086031.06,55170200024.186104
262,2021-02-28,MEI,Habitacional,11712927124.36,13603135778.617924
263,2021-02-28,MEI,Outros créditos,2076482329.8799999,2411580877.722053
264,2021-02-28,MEI,Rural e agroindustrial,306447377.01,355901239.2212868
261,2021-02-28,MEI,Empréstimo sem consignação em folha,1131326065.86,1313897194.1331973
183,2021-03-31,Empregado de empresa privada,Empréstimo com consignação em folha,30836112772.3,35507026203.62009
193,2021-03-31,Empregado de entidades sem fins lucrativos,Outros créditos,123294212.97,141970256.85458907
192,2021-03-31,Empregado de entidades sem fins lucrativos,Habitacional,890717455.71,1025639265.021984
191,2021-03-31,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,140089939.41,161310123.17358986
190,2021-03-31,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,275518039.05,317252252.394999
189,2021-03-31,Empregado de entidades sem fins lucrativos,Cartão de crédito,340348866.66,391903357.47263
188,2021-03-31,Empregado de empresa privada,Veículos,55334780504.65,63716640156.89826
187,2021-03-31,Empregado de empresa privada,Rural e agroindustrial,9513015137.94,10954003193.349846
186,2021-03-31,Empregado de empresa privada,Outros créditos,24210179247.73,27877426551.497536
185,2021-03-31,Empregado de empresa privada,Habitacional,262039653730.63,301732222868.2143
184,2021-03-31,Empregado de empresa privada,Empréstimo sem consignação em folha,25085226413.46,28885021862.631855
182,2021-03-31,Empregado de empresa privada,Cartão de crédito,56583837042.909996,65154898070.96454
170,2021-03-31,Aposentado/pensionista,Empréstimo sem consignação em folha,17974206688.36,20696857369.33045
180,2021-03-31,Autônomo,Rural e agroindustrial,63987637702.840004,73680192616.99646
179,2021-03-31,Autônomo,Outros créditos,16178219825.91,18628822625.221775
178,2021-03-31,Autônomo,Habitacional,46310085081.88,53324925117.38669
177,2021-03-31,Autônomo,Empréstimo sem consignação em folha,11911088473.77,13715325718.088018
176,2021-03-31,Autônomo,Empréstimo com consignação em folha,7636854048.31,8793649796.551186
175,2021-03-31,Autônomo,Cartão de crédito,18054119779.68,20788875330.49384
174,2021-03-31,Aposentado/pensionista,Veículos,14959005434.5,17224927210.021664
173,2021-03-31,Aposentado/pensionista,Rural e agroindustrial,6980441228.47,8037806562.789637
172,2021-03-31,Aposentado/pensionista,Outros créditos,10351553598.69,11919559627.73088
171,2021-03-31,Aposentado/pensionista,Habitacional,21824116213.98,25129933594.507313
195,2021-03-31,Empregado de entidades sem fins lucrativos,Veículos,255562785.87,294274268.6655251
181,2021-03-31,Autônomo,Veículos,17604119322.05,20270710860.1958
196,2021-03-31,Empresário,Cartão de crédito,41194182437.01,47434088921.271065
223,2021-03-31,Servidor ou empregado público,Veículos,27408866880.74,31560636768.075375
198,2021-03-31,Empresário,Empréstimo sem consignação em folha,36813096069.86,42389375614.26641
169,2021-03-31,Aposentado/pensionista,Empréstimo com consignação em folha,116875961978.17,134579798536.0868
222,2021-03-31,Servidor ou empregado público,Rural e agroindustrial,7480563512.45,8613685084.619535
221,2021-03-31,Servidor ou empregado público,Outros créditos,13973011518.51,16089579441.961998
220,2021-03-31,Servidor ou empregado público,Habitacional,126690979996.85,145881550626.2962
219,2021-03-31,Servidor ou empregado público,Empréstimo sem consignação em folha,22685439292.57,26121725956.50537
218,2021-03-31,Servidor ou empregado público,Empréstimo com consignação em folha,166453030144.8,191666574404.68765
217,2021-03-31,Servidor ou empregado público,Cartão de crédito,40630333561.1,46784830794.61761
216,2021-03-31,Outros,Veículos,71736726293.96,82603077731.95282
215,2021-03-31,Outros,Rural e agroindustrial,94099375242.12,108353118537.9376
214,2021-03-31,Outros,Outros créditos,38332718668.3,44139183698.73068
213,2021-03-31,Outros,Habitacional,151245119562.17,174155039032.2777
212,2021-03-31,Outros,Empréstimo sem consignação em folha,38606236687.66,44454132977.5938
211,2021-03-31,Outros,Empréstimo com consignação em folha,117684941631.66,135511318730.17781
210,2021-03-31,Outros,Cartão de crédito,88851290182.15,102310077538.60081
209,2021-03-31,MEI,Veículos,5320665784.46,6126615920.254168
208,2021-03-31,MEI,Rural e agroindustrial,310097917.41,357070132.68727344
207,2021-03-31,MEI,Outros créditos,2100832300.8,2419056776.213536
206,2021-03-31,MEI,Habitacional,11887249557.59,13687875791.836952
205,2021-03-31,MEI,Empréstimo sem consignação em folha,1184890378.94,1364372158.1934617
204,2021-03-31,MEI,Empréstimo com consignação em folha,623563151.14,718017647.38093
203,2021-03-31,MEI,Cartão de crédito,4884849503.75,5624784181.1695
202,2021-03-31,Empresário,Veículos,33323647100.64,38371360863.14679
201,2021-03-31,Empresário,Rural e agroindustrial,122248439452.04,140766074343.6659
200,2021-03-31,Empresário,Outros créditos,47796035283.4,55035960264.13972
199,2021-03-31,Empresário,Habitacional,114449697425.29,131786014517.58325
197,2021-03-31,Empresário,Empréstimo com consignação em folha,9640413467.37,11100699239.4686
168,2021-03-31,Aposentado/pensionista,Cartão de crédito,28034108967.88,32280587669.008278
194,2021-03-31,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,200145918.42,230463107.40796018
642,2021-04-30,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,194056417.56,221392194.2159297
643,2021-04-30,Empregado de entidades sem fins lucrativos,Veículos,256396224.49,292513504.2801168
641,2021-04-30,Empregado de entidades sem fins lucrativos,Outros créditos,121349770.02,138443717.5030278
640,2021-04-30,Empregado de entidades sem fins lucrativos,Habitacional,904805554.33,1032261079.177882
639,2021-04-30,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,144964802.79,165385284.22454518
638,2021-04-30,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,282561146.33,322364150.4503464
637,2021-04-30,Empregado de entidades sem fins lucrativos,Cartão de crédito,341593256.96,389711825.2446229
636,2021-04-30,Empregado de empresa privada,Veículos,55287373375.38,63075434751.99021
635,2021-04-30,Empregado de empresa privada,Rural e agroindustrial,9628989836.79,10985378452.586874
634,2021-04-30,Empregado de empresa privada,Outros créditos,24245905567.32,27661307478.488937
633,2021-04-30,Empregado de empresa privada,Habitacional,265152968494.8,302503767904.4076
632,2021-04-30,Empregado de empresa privada,Empréstimo sem consignação em folha,26652780391.18,30407226964.984093
631,2021-04-30,Empregado de empresa privada,Empréstimo com consignação em folha,31455738674.46,35886754446.903946
630,2021-04-30,Empregado de empresa privada,Cartão de crédito,57082456087.46,65123381969.7296
629,2021-04-30,Autônomo,Veículos,17730596840.9,20228219137.103207
628,2021-04-30,Autônomo,Rural e agroindustrial,64284772429.03,73340253322.64127
627,2021-04-30,Autônomo,Outros créditos,15923851125.75,18166966006.200626
626,2021-04-30,Autônomo,Habitacional,46799353536.76,53391749150.407875
625,2021-04-30,Autônomo,Empréstimo sem consignação em folha,12126178865.5,13834334263.425314
624,2021-04-30,Autônomo,Empréstimo com consignação em folha,7851383187.41,8957369064.866497
623,2021-04-30,Autônomo,Cartão de crédito,18166291458.45,20725287920.502964
622,2021-04-30,Aposentado/pensionista,Veículos,14806102754.88,16891765899.346762
621,2021-04-30,Aposentado/pensionista,Rural e agroindustrial,6976193666.17,7958895884.240023
620,2021-04-30,Aposentado/pensionista,Outros créditos,10290335961.93,11739885165.747631
619,2021-04-30,Aposentado/pensionista,Habitacional,21756494943.02,24821225777.77518
618,2021-04-30,Aposentado/pensionista,Empréstimo sem consignação em folha,18080832945.5,20627791285.584507
644,2021-04-30,Empresário,Cartão de crédito,41430151054.58,47266213423.9127
616,2021-04-30,Aposentado/pensionista,Cartão de crédito,27780331549.75,31693610730.207127
645,2021-04-30,Empresário,Empréstimo com consignação em folha,9889593686.34,11282692289.451628
647,2021-04-30,Empresário,Habitacional,116104478040.06999,132459546944.06715
671,2021-04-30,Servidor ou empregado público,Veículos,27353266019.21,31206386571.021526
670,2021-04-30,Servidor ou empregado público,Rural e agroindustrial,7602603129.9,8673544579.68927
669,2021-04-30,Servidor ou empregado público,Outros créditos,14080366094.56,16063798271.831905
668,2021-04-30,Servidor ou empregado público,Habitacional,127764654178.95,145762234960.20923
667,2021-04-30,Servidor ou empregado público,Empréstimo sem consignação em folha,23182812195.53,26448461352.623356
666,2021-04-30,Servidor ou empregado público,Empréstimo com consignação em folha,169887760766.66,193819017167.68863
665,2021-04-30,Servidor ou empregado público,Cartão de crédito,40619243415.03,46341077198.66559
664,2021-04-30,Outros,Veículos,72723112455.37,82967260960.22119
663,2021-04-30,Outros,Rural e agroindustrial,94393880094.26,107690683448.60147
662,2021-04-30,Outros,Outros créditos,38381761644.590004,43788412334.99163
661,2021-04-30,Outros,Habitacional,153503739108.39,175127058660.90958
646,2021-04-30,Empresário,Empréstimo sem consignação em folha,37336388920.54,42595783077.68116
660,2021-04-30,Outros,Empréstimo sem consignação em folha,39783827630.69,45387980486.363
658,2021-04-30,Outros,Cartão de crédito,90766842991.96,103552723402.35614
657,2021-04-30,MEI,Veículos,5347191561.6,6100424235.38764
656,2021-04-30,MEI,Rural e agroindustrial,315983829.92,360494923.70491815
655,2021-04-30,MEI,Outros créditos,2110357359.59,2407633059.983228
654,2021-04-30,MEI,Habitacional,12026967392.039999,13721147355.83998
653,2021-04-30,MEI,Empréstimo sem consignação em folha,1228642542.72,1401715397.3056161
652,2021-04-30,MEI,Empréstimo com consignação em folha,641720922.14,732117003.9785844
651,2021-04-30,MEI,Cartão de crédito,4963703844.38,5662916482.551054
650,2021-04-30,Empresário,Veículos,33604896561.59,38338653674.61729
649,2021-04-30,Empresário,Rural e agroindustrial,123193470223.46,140547130719.92984
648,2021-04-30,Empresário,Outros créditos,46315666703.18,52839927722.67013
659,2021-04-30,Outros,Empréstimo com consignação em folha,120794413666.44,137810130821.21454
617,2021-04-30,Aposentado/pensionista,Empréstimo com consignação em folha,119236570404.74,136032841812.74553
449,2021-05-31,Aposentado/pensionista,Empréstimo com consignação em folha,121308205493.07,137968634895.2586
448,2021-05-31,Aposentado/pensionista,Cartão de crédito,28836414486.78,32796798253.207836
450,2021-05-31,Aposentado/pensionista,Empréstimo sem consignação em folha,18093965970.13,20578985358.76629
503,2021-05-31,Servidor ou empregado público,Veículos,27296256630.63,31045115619.10637
474,2021-05-31,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,201945847.4,229681024.2579666
473,2021-05-31,Empregado de entidades sem fins lucrativos,Outros créditos,121018693.75,137639361.70376128
472,2021-05-31,Empregado de entidades sem fins lucrativos,Habitacional,925928725.69,1053095475.0711701
471,2021-05-31,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,147239726.59,167461582.64730012
470,2021-05-31,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,286872203.64,326271138.58234835
469,2021-05-31,Empregado de entidades sem fins lucrativos,Cartão de crédito,359937208.17,409370867.0190687
468,2021-05-31,Empregado de empresa privada,Veículos,55579948251.31,63213280227.94323
467,2021-05-31,Empregado de empresa privada,Rural e agroindustrial,9789002828.1,11133421285.800304
466,2021-05-31,Empregado de empresa privada,Outros créditos,24558114970.93,27930918476.35638
465,2021-05-31,Empregado de empresa privada,Habitacional,269400307130.39,306399657501.0473
464,2021-05-31,Empregado de empresa privada,Empréstimo sem consignação em folha,27086974046.36,30807090232.928074
463,2021-05-31,Empregado de empresa privada,Empréstimo com consignação em folha,32099273070.74,36507776771.564995
462,2021-05-31,Empregado de empresa privada,Cartão de crédito,60433811320.93,68733771269.43538
461,2021-05-31,Autônomo,Veículos,17913520571.87,20373757648.32517
460,2021-05-31,Autônomo,Rural e agroindustrial,64992847323.48,73918943790.56458
459,2021-05-31,Autônomo,Outros créditos,15839712927.789999,18015133938.361744
458,2021-05-31,Autônomo,Habitacional,47392582194.27,53901463985.28918
457,2021-05-31,Autônomo,Empréstimo sem consignação em folha,12439010212.14,14147379820.19838
456,2021-05-31,Autônomo,Empréstimo com consignação em folha,8014928875.03,9115696594.272442
455,2021-05-31,Autônomo,Cartão de crédito,19143250157.99,21772377894.974358
454,2021-05-31,Aposentado/pensionista,Veículos,14726519819.93,16749055251.911896
453,2021-05-31,Aposentado/pensionista,Rural e agroindustrial,6963232599.49,7919560695.04862
452,2021-05-31,Aposentado/pensionista,Outros créditos,10161285429.0,11556833057.762947
475,2021-05-31,Empregado de entidades sem fins lucrativos,Veículos,257882456.75,293299949.3036408
476,2021-05-31,Empresário,Cartão de crédito,43957544845.95,49994659727.196236
451,2021-05-31,Aposentado/pensionista,Habitacional,21731925182.6,24716580703.689507
478,2021-05-31,Empresário,Empréstimo sem consignação em folha,38207919931.21,43455383200.74756
477,2021-05-31,Empresário,Empréstimo com consignação em folha,10061224019.23,11443029246.590004
501,2021-05-31,Servidor ou empregado público,Outros créditos,14185417464.99,16133638075.915947
500,2021-05-31,Servidor ou empregado público,Habitacional,129057334562.43,146782026825.18738
499,2021-05-31,Servidor ou empregado público,Empréstimo sem consignação em folha,23419064538.04,26635431228.28507
498,2021-05-31,Servidor ou empregado público,Empréstimo com consignação em folha,174351231923.62,198296573286.48456
497,2021-05-31,Servidor ou empregado público,Cartão de crédito,42320600972.79,48132898516.05587
496,2021-05-31,Outros,Veículos,73438930087.99,83525008808.96423
495,2021-05-31,Outros,Rural e agroindustrial,94667672535.08,107669299824.26045
494,2021-05-31,Outros,Outros créditos,38697305521.9,44011980848.94842
493,2021-05-31,Outros,Habitacional,154935225519.1,176213978890.98627
492,2021-05-31,Outros,Empréstimo sem consignação em folha,41126595217.45,46774908399.461876
491,2021-05-31,Outros,Empréstimo com consignação em folha,123030700877.32,139927697234.1367
502,2021-05-31,Servidor ou empregado público,Rural e agroindustrial,7670280380.45,8723714187.78449
489,2021-05-31,MEI,Veículos,5420736652.81,6165218857.825855
488,2021-05-31,MEI,Rural e agroindustrial,319688792.63,363594747.20771646
