,data_base,porte,modalidade,longo_prazo,numero_de_operacoes,longo_prazo_deflacionado
615,2022-04-30,Mais de 3 a 5 salários mínimos,Veículos,32777334488.43,2621323.0,33776182412.486805
616,2022-04-30,Mais de 5 a 10 salários mínimos,Cartão de crédito,2243648807.83,32916421.0,2312021175.168308
617,2022-04-30,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,84192880750.09999,5170884.0,86758552592.24702
618,2022-04-30,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,18675782097.62,4167962.0,19244902999.898666
619,2022-04-30,Mais de 5 a 10 salários mínimos,Habitacional,125275764476.61,910769.0,129093385379.4403
620,2022-04-30,Mais de 5 a 10 salários mínimos,Outros créditos,14173355279.199999,5329497.0,14605270403.431524
621,2022-04-30,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,16299266619.68,603107.0,16795966210.443323
622,2022-04-30,Mais de 5 a 10 salários mínimos,Veículos,30158599187.6,1671075.0,31077644456.568676
623,2022-04-30,Sem rendimento,Cartão de crédito,25481050.03,1305472.0,26257552.888529796
624,2022-04-30,Sem rendimento,Empréstimo com consignação em folha,1098942156.78,389502.0,1132431032.8307867
625,2022-04-30,Sem rendimento,Empréstimo sem consignação em folha,78641944.81,60575.0,81038458.88117886
626,2022-04-30,Sem rendimento,Habitacional,159825119.93,1022.0,164695588.86061308
627,2022-04-30,Sem rendimento,Outros créditos,244619721.54,358143.0,252074198.99697047
614,2022-04-30,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,7567814516.0,306821.0,7798434117.530498
629,2022-04-30,Sem rendimento,Veículos,190535313.73,16643.0,196341637.0796275
598,2022-04-30,Mais de 1 a 2 salários mínimos,Habitacional,120202411592.45,1677463.0,123865428465.53104
596,2022-04-30,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,63487514876.08,16486265.0,65422216810.42682
568,2022-04-30,Acima de 20 salários mínimos,Empréstimo com consignação em folha,20754141138.57,560133.0,21386597411.033524
569,2022-04-30,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,28235608156.27,756639.0,29096052699.169823
570,2022-04-30,Acima de 20 salários mínimos,Habitacional,84675425740.77,238722.0,87255802532.83798
571,2022-04-30,Acima de 20 salários mínimos,Outros créditos,23852166127.78,1056966.0,24579030804.02147
572,2022-04-30,Acima de 20 salários mínimos,Rural e agroindustrial,137205052570.05,1262932.0,141386203480.23386
573,2022-04-30,Acima de 20 salários mínimos,Veículos,11795282027.56,314755.0,12154728369.087608
574,2022-04-30,Até 1 salário mínimo,Cartão de crédito,1354767888.09,58510655.0,1396052730.6105285
575,2022-04-30,Até 1 salário mínimo,Empréstimo com consignação em folha,46090608172.71,14944817.0,47495161319.27772
576,2022-04-30,Até 1 salário mínimo,Empréstimo sem consignação em folha,4842322510.48,8594231.0,4989886181.007076
577,2022-04-30,Até 1 salário mínimo,Habitacional,23779385915.06,430827.0,24504032706.121902
578,2022-04-30,Até 1 salário mínimo,Outros créditos,2246950709.9,7272842.0,2315423698.5389576
579,2022-04-30,Até 1 salário mínimo,Rural e agroindustrial,2700747782.74,167991.0,2783049664.765919
580,2022-04-30,Até 1 salário mínimo,Veículos,4417794589.32,494985.0,4552421306.938215
597,2022-04-30,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,12746198484.51,15785726.0,13134622805.601847
581,2022-04-30,Indisponível,Cartão de crédito,71112369.65,12528837.0,73279429.41578834
583,2022-04-30,Indisponível,Empréstimo sem consignação em folha,3224990075.93,4953510.0,3323267580.575277
584,2022-04-30,Indisponível,Habitacional,111528196688.29,1547345.0,114926877803.59607
585,2022-04-30,Indisponível,Outros créditos,1053503243.03,2620674.0,1085607425.4997208
586,2022-04-30,Indisponível,Rural e agroindustrial,1799375839.35,28589.0,1854209548.368259
587,2022-04-30,Indisponível,Veículos,329654249.75,32676.0,339700047.1938257
588,2022-04-30,Mais de 10 a 20 salários mínimos,Cartão de crédito,1080517483.04,13116615.0,1113444890.398965
589,2022-04-30,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,48637780832.65,1717038.0,50119955853.09198
590,2022-04-30,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,16247642259.09,1554530.0,16742768662.58197
591,2022-04-30,Mais de 10 a 20 salários mínimos,Habitacional,102882713431.59,508683.0,106017934349.83609
592,2022-04-30,Mais de 10 a 20 salários mínimos,Outros créditos,9950442963.24,2147768.0,10253670161.314518
593,2022-04-30,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,24247593598.76,670769.0,24986508428.397648
594,2022-04-30,Mais de 10 a 20 salários mínimos,Veículos,13890259924.58,569327.0,14313548074.968605
595,2022-04-30,Mais de 1 a 2 salários mínimos,Cartão de crédito,2627507233.98,101642326.0,2707577202.666184
582,2022-04-30,Indisponível,Empréstimo com consignação em folha,11072347319.53,3273960.0,11409763137.72145
567,2022-04-30,Acima de 20 salários mínimos,Cartão de crédito,562597846.05,5844005.0,579742305.7620682
692,2022-05-31,Sem rendimento,Veículos,172181707.17,15213.0,175567678.37484458
631,2022-05-31,Acima de 20 salários mínimos,Empréstimo com consignação em folha,20872980987.19,593571.0,21283450332.29943
663,2022-05-31,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,5472273117.02,281147.0,5579885937.823204
664,2022-05-31,Mais de 1 a 2 salários mínimos,Veículos,18965168986.41,2327806.0,19338121009.818584
665,2022-05-31,Mais de 2 a 3 salários mínimos,Cartão de crédito,1926763153.26,51649401.0,1964653151.3481977
666,2022-05-31,Mais de 2 a 3 salários mínimos,Empréstimo com consignação em folha,49937753692.12,8391945.0,50919784819.67291
667,2022-05-31,Mais de 2 a 3 salários mínimos,Empréstimo sem consignação em folha,8796337572.28,7830704.0,8969318466.809208
668,2022-05-31,Mais de 2 a 3 salários mínimos,Habitacional,88682082171.23,1023005.0,90426024553.68631
669,2022-05-31,Mais de 2 a 3 salários mínimos,Outros créditos,7084002120.28,7503820.0,7223309759.799706
670,2022-05-31,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,4485709922.7,178862.0,4573921875.532782
671,2022-05-31,Mais de 2 a 3 salários mínimos,Veículos,20559497703.65,2350358.0,20963802367.338203
672,2022-05-31,Mais de 3 a 5 salários mínimos,Cartão de crédito,2458040853.12,48413580.0,2506378482.510435
673,2022-05-31,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,77521876938.24,7993978.0,79046352722.4139
674,2022-05-31,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,13053147683.4,6779611.0,13309839192.126526
675,2022-05-31,Mais de 3 a 5 salários mínimos,Habitacional,99987230254.06,985646.0,101953489551.03716
676,2022-05-31,Mais de 3 a 5 salários mínimos,Outros créditos,10799172402.39,7251039.0,11011539252.4558
677,2022-05-31,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,7244661429.88,292637.0,7387128451.456238
678,2022-05-31,Mais de 3 a 5 salários mínimos,Veículos,32770773194.95,2619423.0,33415213863.023052
679,2022-05-31,Mais de 5 a 10 salários mínimos,Cartão de crédito,2326093939.06,33399108.0,2371836818.642698
680,2022-05-31,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,85959099291.25,5330006.0,87649493931.76302
681,2022-05-31,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,18414154444.37,4317504.0,18776270709.419212
682,2022-05-31,Mais de 5 a 10 salários mínimos,Habitacional,126073487374.54999,911656.0,128552735634.77946
683,2022-05-31,Mais de 5 a 10 salários mínimos,Outros créditos,14572729535.85,5407368.0,14859303779.974892
684,2022-05-31,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,15957483728.49,593240.0,16271289308.040306
685,2022-05-31,Mais de 5 a 10 salários mínimos,Veículos,30669911556.37,1685549.0,31273038561.50805
686,2022-05-31,Sem rendimento,Cartão de crédito,22430088.74,1218141.0,22871178.771246832
687,2022-05-31,Sem rendimento,Empréstimo com consignação em folha,1066353721.55,371760.0,1087323678.5488713
688,2022-05-31,Sem rendimento,Empréstimo sem consignação em folha,70601923.45,57290.0,71990317.62808952
689,2022-05-31,Sem rendimento,Habitacional,144526694.23,922.0,147368826.72501
662,2022-05-31,Mais de 1 a 2 salários mínimos,Outros créditos,7684191397.64,16512762.0,7835301821.810872
630,2022-05-31,Acima de 20 salários mínimos,Cartão de crédito,595322160.9300001,5852465.0,607029233.2296412
661,2022-05-31,Mais de 1 a 2 salários mínimos,Habitacional,120828748280.65,1678652.0,123204858200.3394
659,2022-05-31,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,66973960963.06,17241296.0,68291010880.97844
632,2022-05-31,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,26633674487.760002,795425.0,27157428470.555172
633,2022-05-31,Acima de 20 salários mínimos,Habitacional,85806973195.01,239930.0,87494376259.99596
634,2022-05-31,Acima de 20 salários mínimos,Outros créditos,23865864643.18,1073958.0,24335189357.104115
635,2022-05-31,Acima de 20 salários mínimos,Rural e agroindustrial,139938531296.98,1283482.0,142690437090.03845
636,2022-05-31,Acima de 20 salários mínimos,Veículos,11968259040.289999,312927.0,12203616100.854696
637,2022-05-31,Até 1 salário mínimo,Cartão de crédito,1427046784.22,58252986.0,1455109807.863762
638,2022-05-31,Até 1 salário mínimo,Empréstimo com consignação em folha,44185439553.92,14205815.0,45054350824.820915
639,2022-05-31,Até 1 salário mínimo,Empréstimo sem consignação em folha,8416063792.18,8390418.0,8581566563.216654
640,2022-05-31,Até 1 salário mínimo,Habitacional,24182590168.3,432743.0,24658143322.663704
641,2022-05-31,Até 1 salário mínimo,Outros créditos,2137149423.72,6956018.0,2179176689.7292833
642,2022-05-31,Até 1 salário mínimo,Rural e agroindustrial,2191344788.26,131680.0,2234437811.7576056
643,2022-05-31,Até 1 salário mínimo,Veículos,4468454669.76,496245.0,4556327296.24652
644,2022-05-31,Indisponível,Cartão de crédito,80687741.06,12532905.0,82274473.8918645
645,2022-05-31,Indisponível,Empréstimo com consignação em folha,11473218372.05,3268225.0,11698840406.313484
646,2022-05-31,Indisponível,Empréstimo sem consignação em folha,3133215066.81,5216868.0,3194830067.4344816
647,2022-05-31,Indisponível,Habitacional,114921104166.86,1573631.0,117181039649.74927
648,2022-05-31,Indisponível,Outros créditos,1277060880.35,3381191.0,1302174415.5725846
649,2022-05-31,Indisponível,Rural e agroindustrial,2580404060.3,29956.0,2631147974.9042
650,2022-05-31,Indisponível,Veículos,323263915.04,31530.0,329620933.59836566
651,2022-05-31,Mais de 10 a 20 salários mínimos,Cartão de crédito,1134230548.28,13286386.0,1156535310.1461334
652,2022-05-31,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,49339802300.42,1757509.0,50310074651.576324
653,2022-05-31,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,15880849671.3,1599526.0,16193148234.133951
654,2022-05-31,Mais de 10 a 20 salários mínimos,Habitacional,104007526898.55,511389.0,106052845747.76947
655,2022-05-31,Mais de 10 a 20 salários mínimos,Outros créditos,10138877384.84,2176011.0,10338259464.61357
656,2022-05-31,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,23902723732.35,667345.0,24372773284.101646
657,2022-05-31,Mais de 10 a 20 salários mínimos,Veículos,14163646740.13,574354.0,14442176328.469606
658,2022-05-31,Mais de 1 a 2 salários mínimos,Cartão de crédito,2700721250.41,102479494.0,2753831215.089183
660,2022-05-31,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,12906264005.25,16402808.0,13160067031.14724
690,2022-05-31,Sem rendimento,Outros créditos,232330200.24,344947.0,236898997.8257489
691,2022-05-31,Sem rendimento,Rural e agroindustrial,244127098.7,10296.0,248927883.52265432
503,2022-06-30,Sem rendimento,Veículos,155725148.97,13895.0,158044678.76466545
470,2022-06-30,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,66991602065.23,17235827.0,67989443570.025154
469,2022-06-30,Mais de 1 a 2 salários mínimos,Cartão de crédito,2763098499.55,101682687.0,2804254917.364931
468,2022-06-30,Mais de 10 a 20 salários mínimos,Veículos,14499161444.71,580775.0,14715126798.996792
467,2022-06-30,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,23935453170.96,663370.0,24291972314.759678
466,2022-06-30,Mais de 10 a 20 salários mínimos,Outros créditos,10259874993.08,2225260.0,10412696074.924505
465,2022-06-30,Mais de 10 a 20 salários mínimos,Habitacional,106058213451.65,517101.0,107637953061.45113
464,2022-06-30,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,17116316662.45,1616203.0,17371264605.90087
463,2022-06-30,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,49856122063.04,1791534.0,50598730185.983444
462,2022-06-30,Mais de 10 a 20 salários mínimos,Cartão de crédito,1187000301.56,13758103.0,1204680699.2604108
461,2022-06-30,Indisponível,Veículos,321503196.98,30791.0,326291994.7394356
460,2022-06-30,Indisponível,Rural e agroindustrial,3477219253.96,31130.0,3529012517.3827143
459,2022-06-30,Indisponível,Outros créditos,1338797722.47,4165002.0,1358739146.3622813
458,2022-06-30,Indisponível,Habitacional,118837704034.96,1603650.0,120607794460.69997
471,2022-06-30,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,12884090403.539999,16589029.0,13075999236.286928
457,2022-06-30,Indisponível,Empréstimo sem consignação em folha,3404723263.59,5728257.0,3455436697.51331
455,2022-06-30,Indisponível,Cartão de crédito,77828162.39,12682360.0,78987414.71835992
454,2022-06-30,Até 1 salário mínimo,Veículos,4307654967.59,476678.0,4371817590.702267
453,2022-06-30,Até 1 salário mínimo,Rural e agroindustrial,2337016267.52,128341.0,2371826180.3631387
452,2022-06-30,Até 1 salário mínimo,Outros créditos,2174894362.98,6963226.0,2207289466.2022414
451,2022-06-30,Até 1 salário mínimo,Habitacional,24338797391.14,432493.0,24701324356.6846
450,2022-06-30,Até 1 salário mínimo,Empréstimo sem consignação em folha,4547113854.81,8488647.0,4614843223.738071
449,2022-06-30,Até 1 salário mínimo,Empréstimo com consignação em folha,44352196590.38,14056617.0,45012823612.60918
448,2022-06-30,Até 1 salário mínimo,Cartão de crédito,1482375892.61,58084051.0,1504455916.7586048
447,2022-06-30,Acima de 20 salários mínimos,Veículos,12047728557.33,309634.0,12227179760.501764
446,2022-06-30,Acima de 20 salários mínimos,Rural e agroindustrial,145373445919.5,1309306.0,147538786851.22342
445,2022-06-30,Acima de 20 salários mínimos,Outros créditos,25298430136.65,1082903.0,25675250854.744335
444,2022-06-30,Acima de 20 salários mínimos,Habitacional,86584193430.0,239586.0,87873867048.78493
443,2022-06-30,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,29255842689.52,828817.0,29691609161.63595
456,2022-06-30,Indisponível,Empréstimo com consignação em folha,12364632679.39,3377182.0,12548804176.99097
442,2022-06-30,Acima de 20 salários mínimos,Empréstimo com consignação em folha,21099152793.079998,584095.0,21413425175.3474
472,2022-06-30,Mais de 1 a 2 salários mínimos,Habitacional,121105144602.63,1675918.0,122909008609.51039
474,2022-06-30,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,5310105921.66,268810.0,5389200075.556059
502,2022-06-30,Sem rendimento,Rural e agroindustrial,226582367.64000002,10105.0,229957317.3906538
501,2022-06-30,Sem rendimento,Outros créditos,228931364.54000002,323550.0,232341302.65530244
500,2022-06-30,Sem rendimento,Habitacional,130212585.9,812.0,132152105.46144009
499,2022-06-30,Sem rendimento,Empréstimo sem consignação em folha,66348969.660000004,52704.0,67337239.13984731
498,2022-06-30,Sem rendimento,Empréstimo com consignação em folha,952324457.54,322258.0,966509352.966738
497,2022-06-30,Sem rendimento,Cartão de crédito,19611982.5,1145189.0,19904103.44540986
496,2022-06-30,Mais de 5 a 10 salários mínimos,Veículos,31521723290.86,1718743.0,31991240108.38082
495,2022-06-30,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,15896271771.64,577134.0,16133047117.448284
494,2022-06-30,Mais de 5 a 10 salários mínimos,Outros créditos,14936116495.029999,5459076.0,15158590305.175402
493,2022-06-30,Mais de 5 a 10 salários mínimos,Habitacional,127511997536.27,918618.0,129411291769.85373
492,2022-06-30,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,19472735639.13,4410433.0,19762782499.238045
491,2022-06-30,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,87771809206.54,5471717.0,89079172390.5398
490,2022-06-30,Mais de 5 a 10 salários mínimos,Cartão de crédito,2482915903.33,34494473.0,2519898994.715786
